people_ID,infect_prob
5942,52.571754
18664,52.745075
5603,53.314865
5649,53.544987
5099,53.17589
18749,53.72249
5228,52.608128
5559,52.40091
5220,52.302277
5476,53.41112
5260,52.74031
17638,52.595253
18635,52.73343
18794,55.235332
5263,52.79972
17680,58.97646
18030,52.0334
18090,52.193047
18455,51.948326
18155,52.607536
18116,54.430737
18144,51.448082
5218,60.875492
5386,53.64253
18105,59.045284
5735,52.526836
5900,51.7174
18391,53.899338
5786,53.347473
18639,53.805805
17984,53.191925
18274,53.45171
5425,52.306236
6076,53.515495
18545,52.071465
17697,55.924572
6137,52.197792
6083,52.173103
17730,52.565987
5896,57.08559
18906,51.266434
17808,53.036922
6078,52.973473
5516,52.55053
18093,52.773346
6120,53.101337
18154,52.980198
17935,52.046425
18769,61.73583
18264,51.36016
18076,50.331642
18035,50.919796
18051,51.794315
18676,50.927944
5332,52.285564
5898,59.619366
18370,51.643192
17706,53.918858
5198,52.95795
18360,52.97591
18240,52.20459
18691,52.32654
5768,53.350113
18315,50.885918
18776,51.225216
6225,51.415234
17983,56.318092
17973,51.9094
5805,58.32473
5500,50.976814
5305,53.381435
18243,52.20698
5169,53.54021
5258,52.31603
17810,59.71894
5714,52.047134
6070,54.962624
5959,59.31953
18771,52.37996
17765,52.602047
18822,52.78694
17735,56.50751
17966,52.67002
18861,51.268387
18236,52.316795
18750,61.19917
17809,57.690422
6049,51.85779
18465,52.707325
6201,52.80596
18877,52.383007
5087,52.628254
17742,52.339577
17941,58.966087
18421,52.65738
18489,52.33956
6299,58.989704
18428,52.831543
5563,63.00745
18796,53.462833
5849,51.568615
5661,51.373356
5893,52.17998
5378,60.50039
5622,51.53746
5823,52.939213
18521,53.315395
5502,53.000458
18785,52.999115
17783,52.567047
18424,55.92419
18147,50.712246
18881,59.19441
18851,51.592903
17686,51.67232
5100,51.927765
5213,52.824368
18252,53.38394
5576,51.594917
18050,52.860294
5875,52.61006
6059,51.17718
18599,53.94802
5173,52.81163
5461,53.060722
5151,62.125576
5266,52.828945
5514,61.337326
5224,52.265965
18069,51.730164
5587,53.305996
17874,52.57674
5536,51.921642
5215,51.80006
5400,62.547844
17857,51.320827
6043,60.07089
18330,50.9619
18333,51.18015
17788,52.150726
18332,56.77434
17836,51.565838
5247,53.43857
5922,52.664314
18641,57.004303
5951,66.16486
18807,51.30715
18293,58.445198
18775,52.13407
5601,52.228397
5102,52.473343
18464,51.141613
17713,52.049477
18557,52.766026
18854,52.31712
18401,52.5799
18699,60.101086
5706,62.315514
5747,52.103813
5496,53.125042
18308,52.426582
5345,53.21246
18525,52.085697
18258,61.53093
6062,52.666878
17921,51.891853
5303,52.25101
18592,51.541023
5814,53.57702
18805,51.542957
5910,54.295677
5201,51.899647
5724,65.20753
17693,51.606323
5407,52.78922
18617,51.832954
18173,51.693386
18875,52.12639
5225,52.85776
5858,51.341747
5091,51.723362
5254,53.598373
18801,51.894463
6009,51.78759
18149,52.02627
6105,52.323692
5974,51.94959
17967,56.218285
5781,51.733547
5834,51.46176
17683,53.09704
5338,51.636566
18400,55.6598
18633,52.108974
6162,53.307343
18598,52.570183
5212,52.812187
18731,51.948673
18177,53.096718
5232,60.095394
5753,53.01036
5118,52.139317
18055,56.986935
18151,57.216763
5572,51.51081
18502,53.665817
18178,51.774685
6276,52.43418
5226,60.132072
18411,52.32088
6134,51.276417
5177,52.592056
18031,52.62178
17853,51.09687
6171,52.17161
5725,60.861313
6282,52.333977
18762,51.800873
17909,51.47014
18357,52.758873
5981,53.02087
5862,51.971798
18461,50.983383
5275,52.09798
6084,52.106857
18403,52.5683
17856,52.793545
17723,51.265728
6103,51.400692
17897,51.939686
6042,52.078907
6219,57.17677
5697,58.6101
18636,51.373596
5343,50.97142
5994,51.613354
5956,62.49892
5666,52.17088
18791,51.964886
5686,51.376785
6027,51.962204
5751,51.307465
18812,57.82708
18688,52.30399
18441,50.239838
5508,52.01929
5889,53.100067
5843,50.345665
5459,52.58038
18141,55.5152
18757,57.50159
6313,51.94611
6032,58.46026
18475,51.066505
17702,51.804955
5815,52.231483
18816,52.438457
18589,51.03091
17738,51.102596
18553,52.657867
5538,51.94489
18472,51.499844
5453,51.532543
18026,52.881836
18409,50.871544
5444,51.44225
17965,52.05629
18541,51.697098
5371,52.336807
6051,51.600998
18882,54.083126
5108,51.68227
6005,63.459812
5380,52.078705
6151,52.62674
18195,52.941086
17695,52.830917
5101,52.00122
5255,51.105236
5579,52.372295
18509,51.673782
5257,52.832443
6310,62.85195
5431,49.89816
17703,52.435978
18316,50.92423
5174,52.85623
18337,51.968967
18515,53.49462
17993,55.932854
6232,51.85653
5339,52.05757
5972,52.539165
6097,52.134544
5130,51.61613
5934,52.245087
17646,58.513283
5803,51.737247
18134,61.8752
18301,50.981987
18071,51.7526
5973,52.603786
17972,56.57816
6212,62.440456
17886,51.720665
18584,52.68575
18027,51.110672
5093,52.333874
5817,52.85543
5519,53.224068
18127,51.80312
6144,51.306717
5430,52.188778
6179,51.8008
5921,51.70077
5788,51.717335
17960,50.458866
5682,52.537804
5713,52.19159
18735,51.616447
18693,51.164955
6256,53.257442
18064,54.951035
18302,51.077198
5620,51.802834
18010,50.80163
18647,52.45558
5749,51.373817
18286,53.405468
5381,51.197594
6012,52.071033
18043,51.700676
18845,53.82359
17736,52.111973
17919,52.603382
5297,52.58416
17651,51.43972
5109,50.78104
5756,51.215096
17628,50.570686
6237,51.164772
18407,51.31433
5157,53.1128
17902,51.94084
18650,51.96955
5589,52.474625
6010,52.651096
18792,51.766926
17932,51.40015
18568,51.53137
17684,51.202904
5573,50.692356
17685,51.83785
5948,54.062683
5469,51.777424
18736,55.94046
17664,52.946846
6319,60.429337
5421,52.72454
18648,52.034443
18369,53.47395
6065,51.979168
18486,51.05272
5259,52.104156
18524,59.587692
17774,52.02797
5955,50.898075
17701,52.282734
6312,52.128593
18094,50.292744
17647,52.364666
5515,60.05975
18087,50.540264
18278,54.054337
18868,52.520077
18764,51.849693
5478,51.593708
6091,51.54742
18358,51.67212
18570,56.309532
17994,53.52307
17931,50.51649
18476,53.478848
6314,52.866302
5727,53.618473
5879,51.872326
6240,51.72444
17663,50.31394
18457,59.46272
18562,51.8631
17908,58.782875
18183,52.364628
5203,52.375145
18658,53.724583
18745,51.580162
17889,51.631268
5185,57.487644
6161,51.530014
5833,51.495506
5348,51.628334
6261,51.75282
5841,51.352493
5503,50.590645
5187,51.24534
18789,52.712624
5674,51.601463
18768,52.567406
18430,50.395287
5931,52.972466
18787,57.351006
5284,49.5333
18544,52.094887
18726,51.42091
17907,50.18881
17850,51.558094
18073,50.91411
5631,52.110146
6190,51.058544
5482,51.914238
18865,50.88879
18700,51.75386
6234,57.9122
5689,52.45337
18585,51.753242
17674,51.104485
17875,60.518486
5997,50.94608
5405,52.47754
18201,53.20706
18575,50.022285
5196,52.04559
17709,52.403683
5687,51.48022
6284,61.9165
6140,50.88008
18352,49.791576
17718,52.09397
6247,52.448006
18578,51.147926
18135,50.380325
6052,56.56879
5132,50.87505
5846,52.588963
5138,58.557137
5149,51.43366
6321,50.668365
18115,50.8848
5688,50.47971
5748,52.868145
17793,50.24863
5855,52.052128
6305,61.49155
18085,51.06516
5404,56.52439
5870,50.74657
18866,51.49716
5957,51.745827
18138,51.349068
6246,51.733948
18643,49.95224
6210,63.44008
17843,53.29358
18260,50.96402
5667,63.202305
18661,51.2327
18319,51.360577
5762,50.986324
17727,51.971596
18853,50.892204
6251,54.48691
18710,51.983376
18809,54.79967
6067,51.999695
6138,51.46567
5374,51.812077
18408,54.95364
5331,52.186985
5194,50.238453
18692,56.63643
18668,50.318344
5296,50.620945
5546,51.549976
5442,51.00903
5699,51.17127
18255,56.71589
5744,49.975914
18169,57.62202
18343,51.80361
17626,50.195557
17878,56.41706
5474,50.858833
18653,55.41293
5137,50.827553
5602,47.894268
5907,47.92364
5779,47.258415
18180,46.58074
18188,44.440346
18207,64.309555
5379,62.041355
18106,49.25386
5783,49.01837
17890,49.059734
5866,49.579735
18012,50.073963
17711,49.831585
6133,50.66672
6071,50.05225
5857,48.981186
18462,48.812065
5116,61.94172
6136,51.32665
17704,57.643734
5662,50.037796
17690,50.169468
6131,60.38022
18288,50.02274
18203,50.336792
18110,63.323956
17743,49.099525
5207,52.24019
5298,64.635124
5328,50.230408
18238,61.816334
5426,60.78276
6298,49.092293
6106,50.28926
5282,49.48068
6178,62.220062
18227,50.634323
17631,50.7818
5598,50.649822
17820,49.972775
18312,49.685104
18716,48.777336
18529,50.322826
17925,49.154022
18314,48.6888
5859,51.308598
6283,50.26893
5562,50.607365
5722,50.346447
18059,49.242176
5770,50.65476
18181,62.57855
17649,50.38684
5828,50.026047
5778,48.611553
17772,50.705696
18732,50.50873
6073,50.320084
18687,50.65299
5395,51.2053
6058,50.28691
18579,52.004387
18846,52.167465
5265,49.46365
17862,51.72999
5237,57.499443
17976,49.66343
18267,59.798985
6048,52.36116
18237,50.17032
18077,51.222725
18299,52.4548
5166,52.65737
5824,50.928677
5216,51.675373
18788,50.32307
6231,50.74416
5178,52.398277
18208,52.32131
18376,51.509583
5350,60.982788
5903,51.05917
18061,51.645374
18821,50.07897
18374,50.319195
5392,52.158314
17958,51.448166
6315,51.606686
5349,51.82854
5227,51.449978
5280,62.961502
6303,61.901974
6023,51.247883
5581,51.555557
18202,60.419518
5970,51.958065
18504,51.078236
18047,51.027634
5532,60.657032
18588,51.349586
6098,51.073624
6189,51.668114
17632,48.976414
5359,51.10004
18500,51.538116
6293,50.645763
5205,58.903305
17915,50.813286
17987,49.869392
5517,51.518513
5501,62.98671
5764,50.761707
18211,63.789135
18487,61.64768
17863,50.845604
5191,51.43016
6111,51.7629
5769,51.638187
18605,61.970417
18038,51.118183
5930,51.412308
18072,51.745026
6102,65.502075
18020,50.623238
17665,50.75477
17668,50.721447
18705,51.74545
17968,59.72484
18212,50.677174
5968,51.56675
17938,50.147892
6277,51.228325
18536,51.45004
18613,64.46222
5766,51.061333
18474,50.955383
18297,58.752716
18753,50.428253
18701,55.97862
5835,51.1373
18142,50.69619
18838,51.028996
17719,59.75776
5890,49.996204
5560,61.98407
17658,50.737526
18582,51.299
18300,51.43744
18679,55.992813
18365,51.33406
18901,58.825993
18414,50.870632
18889,51.022213
18257,51.444202
18884,49.700493
18873,50.48329
5369,51.255375
18698,50.71838
5746,62.852955
17844,59.03222
18893,51.294678
17867,51.050556
17899,50.241043
18546,50.552982
18325,50.243557
6220,51.528694
18625,50.241547
18053,51.328552
5607,57.741165
5989,50.401867
17712,52.027218
18799,49.22795
5483,50.679123
6157,51.219143
5715,50.014854
17814,59.48094
17754,50.579624
5375,50.440742
17627,52.85457
17654,60.453285
5923,50.973785
18348,50.728886
18657,50.097378
5262,51.35585
18491,50.514923
5851,64.44756
17956,50.760372
6270,50.151646
5932,51.633
18323,50.392754
5290,61.58957
5434,51.37639
17782,50.78163
5836,51.49883
5729,50.627792
17780,50.663177
17757,50.458942
5197,50.67149
18498,50.35097
18832,60.55529
18023,50.673748
5435,50.680138
18852,50.443394
18254,50.456905
18024,50.52875
6194,51.69927
18007,61.54109
5473,61.80047
5550,50.100178
18451,57.02908
6081,50.972992
5506,49.380028
18098,50.670124
17952,49.742023
5844,50.812157
5692,50.633335
5499,51.159363
5145,51.078957
18499,50.941544
5084,51.068584
6169,60.27727
18758,50.640285
18419,50.740643
5838,51.551754
5847,51.313232
18869,50.53709
5346,50.873287
18885,49.90983
5183,50.79285
5818,51.11229
5648,51.54173
18390,64.940315
18537,50.143044
17954,50.291252
17786,50.338966
17636,50.38055
17660,50.791092
18221,50.09765
5869,49.772503
5656,51.595028
5684,50.302654
5141,50.366962
6168,50.88033
18908,50.470562
5531,50.731003
5680,60.98301
5960,49.774605
18065,50.479042
18429,51.185055
18793,50.950283
5457,51.33406
18356,49.615425
17766,61.435352
6066,51.066513
18841,55.072815
5549,60.391026
5398,50.378822
17904,50.412273
18322,64.1727
5119,51.397003
5705,54.2571
5977,51.152187
18125,50.047707
18080,51.016224
5946,50.47704
18677,49.610146
6046,60.350185
18317,50.761215
5892,50.059967
5300,51.174355
5291,49.52417
5819,50.753242
18444,49.251175
5294,58.02709
6055,51.214172
6064,50.48849
18667,50.899773
5541,50.69772
5991,50.392715
6244,61.97104
5837,63.941235
5827,50.20366
18697,50.03354
18146,57.392796
5920,51.473587
18111,50.37681
17933,63.35039
18607,49.68395
18248,49.747
5831,51.802532
5184,51.173965
17934,49.768387
17746,49.2392
6202,51.18339
5199,50.48929
5884,51.276215
17728,50.051983
5657,49.302734
5144,50.38008
6217,59.025646
17677,49.56612
6026,49.113228
6233,51.1849
5446,64.30562
5962,51.27767
18423,50.204365
17715,57.272232
17841,50.56079
5800,50.32445
6187,49.13519
5361,61.30401
5384,57.338196
18797,51.42128
18287,50.685204
5558,50.805943
18790,49.46862
5771,51.426094
5209,60.378082
6243,50.728405
18747,49.658195
18587,56.646557
5086,49.954193
5443,50.793095
5148,49.797558
18649,50.23503
6278,50.483704
18204,50.510006
5422,56.713413
5467,49.92269
17923,60.79872
18320,62.38703
5094,50.13339
6088,50.49644
